product_id,title,url,list_price,price_min,price_default,rating,reviews,offers_count,best_merchant,errors
102298404,Apple iPhone 13 128Gb черный,https://kaspi.kz/shop/p/apple-iphone-13-128gb-chernyi-102298404/?c=750000000,286125.0,286125.0,286125.0,4.9,5925,,,
102298420,Apple iPhone 13 128Gb белый,https://kaspi.kz/shop/p/apple-iphone-13-128gb-belyi-102298420/?c=750000000,289470.0,289470.0,289470.0,4.9,3573,,,
123787551,Apple iPhone 16 Pro Max 256Gb черный,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-chernyi-123787551/?c=750000000,706792.0,706792.0,706792.0,4.9,1255,,,
113137790,Apple iPhone 15 128Gb черный,https://kaspi.kz/shop/p/apple-iphone-15-128gb-chernyi-113137790/?c=750000000,359257.0,359257.0,359257.0,4.9,2979,,,
123890547,Apple iPhone 16 Pro Max 256Gb золотистый,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-zolotistyi-123890547/?c=750000000,700867.0,700867.0,700867.0,4.9,1321,,,
123713453,Apple iPhone 16 128Gb черный,https://kaspi.kz/shop/p/apple-iphone-16-128gb-chernyi-123713453/?c=750000000,430355.0,430355.0,430355.0,4.9,909,,,
123890752,Apple iPhone 16 Pro Max 256Gb серебристый,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-serebristyi-123890752/?c=750000000,705643.0,705643.0,705643.0,4.9,967,,,
123887732,Apple iPhone 16 Pro 256Gb черный,https://kaspi.kz/shop/p/apple-iphone-16-pro-256gb-chernyi-123887732/?c=750000000,711239.0,711239.0,711239.0,4.9,891,,,
123889224,Apple iPhone 16 Pro 256Gb золотистый,https://kaspi.kz/shop/p/apple-iphone-16-pro-256gb-zolotistyi-123889224/?c=750000000,711952.0,711952.0,711952.0,4.9,980,,,
113137897,Apple iPhone 15 256Gb черный,https://kaspi.kz/shop/p/apple-iphone-15-256gb-chernyi-113137897/?c=750000000,442787.0,442787.0,442787.0,4.9,976,,,
123889893,Apple iPhone 16 Pro 256Gb серебристый,https://kaspi.kz/shop/p/apple-iphone-16-pro-256gb-serebristyi-123889893/?c=750000000,708481.0,708481.0,708481.0,4.9,709,,,
106363023,Apple iPhone 14 128Gb черный,https://kaspi.kz/shop/p/apple-iphone-14-128gb-chernyi-106363023/?c=750000000,314276.0,314276.0,314276.0,4.9,2222,,,
