product_id,title,url,list_price,price_min,price_default,rating,reviews,offers_count,best_merchant,errors
100656960,Apple iPhone 12 128Gb черный,https://kaspi.kz/shop/p/apple-iphone-12-128gb-chernyi-100656960/?c=750000000,302419.0,302419.0,302419.0,,,,,
100656839,Apple iPhone 12 64Gb черный,https://kaspi.kz/shop/p/apple-iphone-12-64gb-chernyi-100656839/?c=750000000,309999.0,309999.0,309999.0,,,,,
100692387,Apple iPhone 11 64Gb Slim Box черный,https://kaspi.kz/shop/p/apple-iphone-11-64gb-slim-box-chernyi-100692387/?c=750000000,248896.0,248896.0,248896.0,,,,,
100656843,Apple iPhone 12 64Gb зеленый,https://kaspi.kz/shop/p/apple-iphone-12-64gb-zelenyi-100656843/?c=750000000,299590.0,299590.0,299590.0,,,,,
100656956,Apple iPhone 12 128Gb зеленый,https://kaspi.kz/shop/p/apple-iphone-12-128gb-zelenyi-100656956/?c=750000000,389989.0,389989.0,389989.0,,,,,
100656959,Apple iPhone 12 128Gb белый,https://kaspi.kz/shop/p/apple-iphone-12-128gb-belyi-100656959/?c=750000000,387983.0,387983.0,387983.0,,,,,
100657053,Apple iPhone 12 256Gb синий,https://kaspi.kz/shop/p/apple-iphone-12-256gb-sinii-100657053/?c=750000000,326651.0,326651.0,326651.0,,,,,
100656957,Apple iPhone 12 128Gb синий,https://kaspi.kz/shop/p/apple-iphone-12-128gb-sinii-100656957/?c=750000000,410000.0,410000.0,410000.0,,,,,
1005115,Apple iPhone 11 64Gb черный,https://kaspi.kz/shop/p/apple-iphone-11-64gb-chernyi-1005115/?c=750000000,249098.0,249098.0,249098.0,,,,,
100656841,Apple iPhone 12 64Gb красный,https://kaspi.kz/shop/p/apple-iphone-12-64gb-krasnyi-100656841/?c=750000000,299999.0,299999.0,299999.0,,,,,
100657857,Apple iPhone 12 mini 128Gb красный,https://kaspi.kz/shop/p/apple-iphone-12-mini-128gb-krasnyi-100657857/?c=750000000,319990.0,319990.0,319990.0,,,,,
102298404,Apple iPhone 13 128Gb черный,https://kaspi.kz/shop/p/apple-iphone-13-128gb-chernyi-102298404/?c=750000000,275458.0,275458.0,275458.0,,,,,
102298420,Apple iPhone 13 128Gb белый,,,,,,,,,
123787551,Apple iPhone 16 Pro Max 256Gb черный,,,,,,,,,
113137790,Apple iPhone 15 128Gb черный,,,,,,,,,
123890547,Apple iPhone 16 Pro Max 256Gb золотистый,,,,,,,,,
123713453,Apple iPhone 16 128Gb черный,,,,,,,,,
123890752,Apple iPhone 16 Pro Max 256Gb серебристый,,,,,,,,,
123887732,Apple iPhone 16 Pro 256Gb черный,,,,,,,,,
123889224,Apple iPhone 16 Pro 256Gb золотистый,,,,,,,,,
123889893,Apple iPhone 16 Pro 256Gb серебристый,,,,,,,,,
123787019,Apple iPhone 16 Pro 128Gb черный,,,,,,,,,
123728177,Apple iPhone 16 256Gb черный,,,,,,,,,
123726722,Apple iPhone 16 128Gb белый,,,,,,,,,
130609740,Samsung Galaxy A16 8 ГБ/256 ГБ черный,https://kaspi.kz/shop/p/samsung-galaxy-a16-8-gb-256-gb-chernyi-130609740/?c=750000000,104890.0,104890.0,104890.0,,,,,
130609900,Samsung Galaxy A16 6 ГБ/128 ГБ черный,https://kaspi.kz/shop/p/samsung-galaxy-a16-6-gb-128-gb-chernyi-130609900/?c=750000000,84890.0,84890.0,84890.0,,,,,
123156529,Samsung Galaxy A06 4 ГБ/64 ГБ черный,https://kaspi.kz/shop/p/samsung-galaxy-a06-4-gb-64-gb-chernyi-123156529/?c=750000000,54890.0,54890.0,54890.0,,,,,
123429834,Samsung Galaxy A06 6 ГБ/128 ГБ черный,https://kaspi.kz/shop/p/samsung-galaxy-a06-6-gb-128-gb-chernyi-123429834/?c=750000000,89990.0,89990.0,89990.0,,,,,
130609812,Samsung Galaxy A16 8 ГБ/256 ГБ серый,https://kaspi.kz/shop/p/samsung-galaxy-a16-8-gb-256-gb-seryi-130609812/?c=750000000,101811.0,101811.0,101811.0,,,,,
130609939,Samsung Galaxy A16 6 ГБ/128 ГБ серый,https://kaspi.kz/shop/p/samsung-galaxy-a16-6-gb-128-gb-seryi-130609939/?c=750000000,84890.0,84890.0,84890.0,,,,,
